id,abstract,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2910005245,"Italian academic system is structured on 4 hierarchical levels. The basic level for physical and sports education is composed by 2 academic scientific-disciplines: Methods and Teaching of physical and sports activities to aim to research the theories, techniques and methods for general physical education or addressed to particular groups or age classes and to train and practice for different sports activities, the evaluation of performance and athletic aptitudes. The superior levels are academic recruitment field Didactics, special pedagogy and educational research to aim on Education for physical and sports activities, group of academic discipline field of Pedagogy and, finally, discipline area of historical, philosophical, psychological and pedagogical sciences. While European Research Council consisting of 3 areas: Social Sciences and Humanities, Physical Sciences and Engineering and Life Sciences, 25 panels and 333 subpanels. The aim is to research the scientific identity of physical and sports education in the current framework of rules with the identification and comparison between the systems keywords and subpanel ERC 2018. It was being identified by the 2400 keywords of Italian National University Council: Physical training, learning, human movement and sport education, sport pedagogy, motor development and by the ERC subpanels: Health, Cognitive basis of human development and education, Learning. The comparison between them is complex but configurable and emerges a gap for the two different method settings because of the misalignment between them. The effect is that the Italian system has a dichotomy between research and training with consequences for grant and funding abroad such as the European Research Council.",Tiziana D’Isanto,https://openalex.org/A5087564047,https://orcid.org/0000-0001-7151-7486,IT,"Ministry of Education, Universities and Research",https://openalex.org/I4210104782,True,cc-by-nc-nd,47,https://openalex.org/I4210104782,Physical and sport education between Italian academic system and European Research Council structure panel,https://doi.org/10.14198/jhse.2019.14.proc1.08,,20.90582959,,False,en,True,gold,,,,,Sports and Physical Education Research,2019-01-01,2019,article
https://openalex.org/W2116709875,,Dana L. Zeidler|Benjamin C. Herman|Mitch Ruzek|Anne Linder|Shu‐Sheng Lin,https://openalex.org/A5030192186|https://openalex.org/A5050935756|https://openalex.org/A5024146705|https://openalex.org/A5091099917|https://openalex.org/A5100948919,https://orcid.org/0000-0002-4250-4982|https://orcid.org/0000-0002-2091-506X||https://orcid.org/0000-0002-7497-3724|https://orcid.org/0000-0001-5403-9558,US|US|US|SE|TW,University of South Florida|University of South Florida|University of South Florida|Uppsala University|National Chiayi University,https://openalex.org/I2613432|https://openalex.org/I2613432|https://openalex.org/I2613432|https://openalex.org/I123387679|https://openalex.org/I183570559,True|False|False|False|False,,108,https://openalex.org/I2613432,Cross‐cultural epistemological orientations to socioscientific issues,https://doi.org/10.1002/tea.21077,,11.20056897,,False,en,False,closed,Journal of Research in Science Teaching,https://openalex.org/S171036940,0022-4308,journal,Educational Strategies and Epistemologies,2013-01-29,2013,article
https://openalex.org/W3091317287,,Zachary Griffen|Aaron Panofsky,https://openalex.org/A5013937226|https://openalex.org/A5061518792,https://orcid.org/0000-0003-3071-674X|https://orcid.org/0000-0001-7666-2359,|,,,True|False,,32,,Ambivalent economizations: the case of value added modeling in teacher evaluation,https://doi.org/10.1007/s11186-020-09417-x,,4.9509419,,False,en,False,closed,Theory and Society,https://openalex.org/S118419795,0304-2421,journal,School Choice and Performance,2020-10-04,2020,article
https://openalex.org/W4415466025,"La organización de actividades de visibilización de referentes femeninos en el sector STEM es la principal estrategia que, desde la educación formal y no formal de ciencias, se desarrolla en la actualidad para reducir la brecha de género en ciencia desde edades tempranas. Sin embargo, la literatura ha evidenciado que estas iniciativas pueden ser un arma de doble filo y provocar el efecto contrario si no responde a perfiles de público diversos. Así se presenta un estudio evaluativo de corte diagnóstico centrado en el alumnado de educación secundaria que contribuye a la caracterización de patrones de identidad científica que favorezcan la eficacia de estas iniciativas. Los resultados señalan la existencia de dos patrones claramente diferenciados por género en la percepción sobre la igualdad en ciencia: las chicas son más conscientes de la falta de equidad que ellos, principalmente aquellas que cursan los niveles más avanzados de la enseñanza secundaria.",Lourdes López-Pérez|María de Fátima Poza Vilches|Francisco Javier Abarca-Álvarez|Luís Alcalá,https://openalex.org/A5021428318|https://openalex.org/A5075516170|https://openalex.org/A5073975233|https://openalex.org/A5009182762,https://orcid.org/0000-0002-5787-1531|https://orcid.org/0000-0001-6186-9306|https://orcid.org/0000-0002-2725-8939|,PE|||ES,Universidad Científica del Sur|||Junta de Andalucía,https://openalex.org/I263512288|||https://openalex.org/I918821925,True|False|False|False,cc-by-nc,0,https://openalex.org/I263512288,Patrones de interés y motivación para promover la identidad científica femenina en la educación secundaria,https://doi.org/10.25267/rev_eureka_ensen_divulg_cienc.2025.v22.i3.3301,,0.0,,False,es,True,diamond,Revista eureka sobre enseñanza y divulgación de las ciencias,https://openalex.org/S2738421623,1697-011X,journal,Educational Research and Science Teaching,2025-01-01,2025,article
https://openalex.org/W4407588216,"Investigating scientific identity in teacher education is essential, as teachers play a pivotal role in advancing education and facilitating the learning process. Their impact is critical to student success, particularly within structured school environments. This bibliometric study aims to analyze the scientific identity in teacher education over the past two decades. Utilizing VOSviewer, the authors mapped 541 relevant articles (7,880 citations) indexed in Scopus, published between 2004 and 2024. Qualitative analysis methods revealed an overall increase in publications, though a decline was observed from 2020 to 2024. This study highlights the significance of scientific identity in teacher education, emphasizing its role in shaping attitudes, enhancing science literacy, and facilitating effective learning. The findings suggest that future research should integrate scientific identity into curricula to address global sustainability challenges. The paradigm shift in science education during the 2010s, which emphasized broader scientific knowledge and skills, necessitates that teachers develop a clear and stable scientific identity in teaching science.",Anita Fadhilah|‎ Hernani|Ahmad Mudzakir,https://openalex.org/A5035950030|https://openalex.org/A5113190250|https://openalex.org/A5089839573,https://orcid.org/0000-0002-6134-614X||https://orcid.org/0000-0002-9048-4533,ID|ID|ID,Indonesia University of Education|Indonesia University of Education|Indonesia University of Education,https://openalex.org/I130218214|https://openalex.org/I130218214|https://openalex.org/I130218214,True|False|False,cc-by-sa,0,https://openalex.org/I130218214,Exploring Scientific Identity in Teacher Education: A 20-Year Bibliometric Analysis,https://doi.org/10.23887/ijerr.v7i3.84007,,0.0,,False,en,True,diamond,Indonesian Journal Of Educational Research and Review,https://openalex.org/S4210238583,2621-4792,journal,Science Education and Pedagogy,2024-10-25,2024,article
https://openalex.org/W2160036652,"Our first purpose in this paper is to analyse the formation process of Special Needs Education as a scientific subject from a multidimensional perspective which endows it with a cross-curricular character, as a concept that makes reference to the findings of different subjects with which it constructs its knowledge collaboratively. Then, we tackle the epistemological justification of Special Needs Education on the understanding that this subject has both theoretical and practical interests, related to the teaching of students with special educational needs, which allows considering it as an applied science, as a science concerned with a human practical activity in order to take",José Antonio Torres González,https://openalex.org/A5035482091,https://orcid.org/0000-0001-6242-1191,,,,True,cc-by-nc-nd,0,,La identidad científica de la educación especial: marcando el sendero de la inclusión educativa,,,0.0,,False,es,True,green,Revista internacional de investigación en ciencias sociales,https://openalex.org/S4306527567,2225-5117,journal,Educational theories and practices,2011-07-31,2011,article
https://openalex.org/W2800984558,"Resumo: O artigo discute como os pesquisadores constroem a legitimidade científica no campo da educação no Brasil. Estratégias e disputas compõem a dinâmica e permitem analisar a obtenção de capital científico puro e político. A metodologia incluiu a análise de currículos e evidencia que, frente à busca por produtividade e legitimidade, entre 2005 e 2014, houve mudança na composição do capital acadêmico-científico dos atores, provavelmente induzida pelas políticas públicas de avaliação.Palavras-chave: universidade; campo acadêmico-científico; pesquisa em educação; avaliação. Abstract: This article discusses how researchers build their scientific legitimacy in the field of education in Brazil. Strategies and disputes mark the dynamics and offer elements to analyze the acquisition of political and pure scientific capital. The methodology included analysis of researchers' curricula and shows that, vis-à-vis the quest for productivity and legitimacy, in the time elapsed between 2005 and 2014, there was a change in the composition of the players’ academic-scientific capital, probably induced by the evaluation public policies in the last decades.Keywords: university; academic-scientific field; educational research; evaluation. Resumen: El artículo discute cómo los investigadores construyen la legitimidad científica en el campo de la educación en Brasil. Estrategias y disputas componen la dinámica y permiten analizar la obtención de capital científico puro y político. La metodología incluyó el análisis de currículos y muestra que, ante la búsqueda por productividad y legitimidad, entre 2005 y 2014, hubo cambio en la composición del capital académico-científico de los actores, probablemente inducido por las políticas públicas de evaluación.Palabras-clave: universidad; campo académico-científico; investigación en educación; evaluación.",Célia Elizabete Caregnato|Bernardo Sfredo Miorando|Denise Leite,https://openalex.org/A5002332463|https://openalex.org/A5067002107|https://openalex.org/A5037293187,https://orcid.org/0000-0002-9326-590X|https://orcid.org/0000-0002-7556-1684|https://orcid.org/0000-0002-9855-572X,BR|BR|BR,Universidade Federal do Rio Grande do Sul|Faculdades Guarulhos|Universidade Federal do Rio Grande do Sul|Universidade Federal do Rio Grande do Sul,https://openalex.org/I130442723|https://openalex.org/I4210124990|https://openalex.org/I130442723|https://openalex.org/I130442723,True|False|False,cc-by-nc,3,https://openalex.org/I130442723|https://openalex.org/I4210124990,O campo da educação no Brasil: mudanças em atributos para legitimação dos pesquisadores,https://doi.org/10.21573/vol34n12018.73465,,2.0431878,,False,pt,True,diamond,Revista Brasileira de Política e Administração da Educação - Periódico científico editado pela ANPAE,https://openalex.org/S4210196848,1678-166X,journal,Education and Public Policy,2018-04-30,2018,article
https://openalex.org/W2161292358,,Chris Holligan|Michael Wilson|Walter Humes,https://openalex.org/A5072599557|https://openalex.org/A5057220501|https://openalex.org/A5019811985,https://orcid.org/0000-0001-7995-797X|https://orcid.org/0000-0002-6323-6059|https://orcid.org/0000-0002-9803-5062,GB|GB|GB,University of the West of Scotland|University of Leeds|University of the West of Scotland,https://openalex.org/I868834043|https://openalex.org/I130828816|https://openalex.org/I868834043,True|False|False,,33,https://openalex.org/I868834043,Research cultures in English and Scottish university education departments: An exploratory study of academic staff perceptions,https://doi.org/10.1080/01411926.2010.489146,,11.96347766,,False,en,False,closed,British Educational Research Journal,https://openalex.org/S60281869,0141-1926,journal,Evaluation of Teaching Practices,2010-06-29,2010,article
https://openalex.org/W7127797542,,Gül İrem Özen|Mahmut Selvi,https://openalex.org/A5125098339|https://openalex.org/A5125045129,|,|,,,True|False,,0,,The Role of Educator Training in Supporting Professional Development in the Context of STEM Education: A Theoretical Assessment from the Perspective of Gender and Scientific Identity,,,0.0,,False,,False,closed,DergiPark (Istanbul University),https://openalex.org/S4306401840,,repository,Science Education and Pedagogy,2025-08-09,2025,article
https://openalex.org/W2948264188,"Reaching the Goals of the 2030 Agenda for Sustainable Development is facilitated by science development. In order to strengthen scientific efforts in implementing the 2030 Agenda, the number of our modern society’s members who associate themselves with scientific community has to be increased. The research question is as following: What method promotes the construction of students’ scientific identity in language education within higher engineering education? The aim of the present research is to analyse the inter-connections between scientific identity and language education underpinning empirical analysis of use of biographical methods in English for Academic Purposes within Master programme “Information and Electrical Engineering” for International students at Hochschule Wismar. Research methods include theoretical and empirical methods. Theoretical methods comprise analysis of theoretical sources and theoretical modelling. The research methodology implies the study of the meaning of the key concepts of “scientific identity”, “language education” and “biographical method”. Moreover, the study demonstrates how the key concepts are related to higher engineering education. The empirical study was carried out at Hochschule Wismar in 2018. The data reveals students’ positive evaluation of use of biographical methods in English for Academic Purposes studies. The novel contribution of the paper is the newly formulated research question.",Andreas Ahrens|Jeļena Zaščerinska|Julija Melnikova,https://openalex.org/A5064789722|https://openalex.org/A5079020129|https://openalex.org/A5071299601,https://orcid.org/0000-0002-7664-9450|https://orcid.org/0000-0003-4664-8593|https://orcid.org/0000-0001-6078-6963,DE||LT,Wismar University of Applied Sciences||Klaipėda University,https://openalex.org/I162015237||https://openalex.org/I337868014,True|False|False,,7,https://openalex.org/I162015237,METHOD FOR THE CONSTRUCTION OF STUDENTS’ SCIENTIFIC IDENTITY WITHIN ENGLISH FOR ACADEMIC PURPOSES: THE CASE OF INTERNATIONAL STUDENTS OF MASTER PROGRAMME “INFORMATION AND ELECTRICAL ENGINEERING”AT HOCHSCHULE WISMAR,https://doi.org/10.17770/sie2019vol1.3731,,7.31051831,,False,en,True,diamond,SOCIETY INTEGRATION EDUCATION Proceedings of the International Scientific Conference,https://openalex.org/S4210176592,1691-5887,journal,Linguistic Education and Pedagogy,2019-05-21,2019,article
